x,y
-0.69,-0.98
1.9,-2.94
0.31,-0.55
-0.19,0.43
-1.28,0.06
-1.64,0.09
0.63,2.51
1.08,-0.4
0.45,1.06
-0.82,0.24
0.03,0.02
1.14,-0.41
-1.48,-1.3
-0.46,0.27
0.7,-1.27
-1.5,-0.41
-0.38,-1.42
-0.28,0.54
-0.54,0.4
-0.11,-0.38
-0.11,2.02
0.05,-0.52
-0.41,1.43
-0.93,1.78
0.17,0.22
-1.05,0.15
-1.85,-0.03
0.36,0.67
-2.21,2.18
-0.94,1.02
2.03,-0.76
-0.59,2.41
-0.72,0.09
-0.99,0.7
-2.31,-0.06
-0.17,0.91
-1.97,-0.19
0.49,-0.25
0.29,0.12
0.1,1.94
-0.54,-2.83
1.47,1.15
1.53,-1.61
0.7,-1.8
-2.1,1
-0.65,-0.67
0.18,1.21
0.04,0.94
0.69,-0.06
-3.26,0.34
0.23,2.39
-0.18,-1.2
-2.34,-2
1.5,0.24
0.59,-0.44
1.23,-0.77
1.93,-0.45
-1.05,1.27
-2.4,-1.12
1.4,-1
-1.7,-1
0.3,-1.8
1.3,-5.4
0.2,1.6
2.5,-0.3
-1.4,-0.8
-3.3,-0.6
-0.4,-2.6
2.2,1.3
-0.3,1
1.7,1
3.2,1.7
1.6,-1.2
0.5,-1.2
0.1,2.4
1.8,-3
1.2,-0.8
0.3,1.8
-3.3,0.2
2.6,-0.8
-0.1,-0.4
1.4,-0.8
3.9,-4.7
-1.4,0.3
-0.2,-0.4
0.4,0.7
-2.3,2.3
-1.3,0.1
1.2,-1.8
-2.4,0.2
-0.7,0.4
-0.2,-2
-1.6,1.4
-1.3,-0.4
1.2,1.5
0.1,0
0.7,0.6
-1.4,0.3
-2.1,1.6
-0.8,2.4
0.1,0.6
1,0.4
2.6,0.2
-1.5,-0.6
-3.2,-2.3
-0.3,-1.3
0.8,0.3
-0.6,-0.4
2.1,-2
-1.4,-1.7
-1.9,-1
2.1,3.5
2.8,1.5
1.6,0.5
0.4,-2.3
-5.4,2.4
-2.2,-1.9
-0.7,-1.5
2.3,0.1
-0.3,2
0.3,1.1
3.6,-0.5
-0.7,-0.1
1.2,0.1
1.5,-0.9
0.5,0.4
0.4,-1.2
0.1,1.9
-0.4,-1.7
3.3,-1.4
-0.9,-1.1
-5.4,1.3
0.4,-0.7
-1.7,-2.9
-2.6,-1.8
2.4,2.6
-1.9,1.7
-0.9,1.7
1.2,-1
0.8,2.1
-1.9,2.2
1.7,1.2
-0.2,1.4
1.1,0
-1,-2.6
-1.8,2.1
3.2,-0.1
-0.3,-1.6
-0.7,-1.4
-1,2.1
-3,1.5
-1,1.1
1,0.6
0.2,-2.4
2,-1.7
0.7,0.1
-1.2,1.8
-1.5,-1
2.6,-0.9
-1.4,0.3
0.3,-2
-1.9,0.2
-1.4,-2.2
-0.6,1.8
0.1,0
0.6,0.4
1.6,-1.4
-1.5,-2.1
0,-0.1
1.7,-1
-2.4,1.1
0,2.6
-0.5,1.5
-2.9,1.8
0.6,0.5
-1.1,-1.1
5.1,-1.8
0.2,-0.4
-0.1,-1.6
2.8,0.3
-1.1,-0.7
-1.8,0.8
1.9,-1
1.3,-0.3
-0.5,3.3
-0.2,0.4
4.3,0.4
2.3,0
-0.1,-1.1
-3.2,-3.7
0.6,1
2.6,0.9
-0.9,-0.3
-1.6,-3
-2,2
1.7,-0.5
2,-1.9
-2.6,4.8
-1.7,-0.6
-1.2,-2.5
-1.2,-0.6
0.1,2.1
-1.8,-1
2.9,-2
-1.4,1.3
-0.5,3.9
-1.1,0.4
0.5,2.5
-0.9,-1.2
1.1,-1
0.7,-0.7
3.1,-1.3
-0.2,-0.3
-1.2,1.9
-0.8,0.6
-0.2,2.3
1.1,-0.5
-0.2,-0.4
-1.5,-0.9
0.5,0.8
1.3,-1.5
0.2,0.9
-0.4,1.9
1.2,-1.3
1.2,2
0.7,-0.3
0.7,-0.3
0,-1.8
0.9,-0.3
-1.9,-0.1
1.4,1.2
1.5,-0.8
0.8,3.9
0.2,-0.2
-0.9,-0.7
1,3.1
-0.2,-1.6
-1.6,-0.8
1.8,2.5
-0.1,1.5
-1,-1.4
-3.5,-2.3
0.8,0.1
1.8,-0.3
-1.1,2
-2,0.5
1,0.6
2.6,1.1
-2.5,-1.2
-0.5,-2.3
2.7,-1.9
2.5,-1.7
-3.6,2.3
-2.7,-2.4
1.4,-0.4
-1.5,-2.5
-2.7,4.1
1.1,1
0.2,-0.6
-1.6,1.3
-0.3,0.2
0.9,-1
-3.9,-1.2
-4.7,-1.6
1.9,0.5
-1.6,0.7
-1.9,-0.6
-1.8,-2.2
2.9,-2.6
0.5,0.3
0.9,0.2
1.3,0.4
0.4,1
-1,-0.6
1.2,-0.3
0.3,-1.4
0.1,-1.1
1.6,-2
3.1,-0.1
-2.3,2.8
-1.8,1.1
-2,1
-0.4,-1.1
-1.7,-0.8
2.1,-0.4
-1.4,-2.7
0.8,0
-0.3,2.3
2,0.4
-0.8,-0.3
0.1,1.4
-1.9,3.9
-3,-0.6
-2.1,1.8
-0.7,1.7
0.4,-0.3
0.2,2
1.3,-0.5
-1.5,-0.9
2,1.6
-1.1,0.2
-0.1,0.1
1.4,0.3
2.3,0.8
-1.2,-1.5
-2.3,-0.6
0.4,-1.8
-2.4,0.9
1.5,0.9
0.3,-1.7
-0.5,1.7
-0.4,-3.6
1.3,0.5
2,0.8
0.1,-1.8
-3.9,0
-1.1,1.9
-1.2,-0.9
-0.5,-0.2
0.9,0.5
1.9,1.9
-1.6,0
-0.1,-1
-2.5,2
2.7,0
2.5,-1.6
-1.2,0.6
-1.1,0.4
-0.8,1.6
3.2,0
0.4,-3.4
-1,4
2.4,0.6
1.8,0.7
-1.6,-2.6
2.1,-0.6
0.2,0.8
-1.8,-2.9
0.1,-0.3
1.9,-2.3
1.2,-1.4
-1.4,2.5
-1.5,-1.6
-1.9,-0.2
-1.3,-2.2
-1.6,-0.9
-0.2,-1.2
1.5,-0.1
-0.6,3
-0.2,0.2
-0.8,-1
-0.3,-2.2
0.8,-1.6
1.3,0.6
-1.1,-0.2
2.3,4.1
0.5,-1.1
2,-0.2
-1.2,1.6
-1.7,-1.2
-0.7,0.5
0.2,-2.7
-1,2.7
-0.5,-2.4
2.6,5.3
-1.4,-1.1
0,0
1,-0.3
1.4,-1
0.4,-2.5
-2.3,-0.9
2.1,4.6
-2.2,4.2
-0.9,2.2
-1.8,1.2
-2.7,0
-0.3,-0.2
-1.6,1.7
-1.5,1.2
0,0.6
1.9,2.9
-2.3,-2.1
-0.8,0
2.3,-2.9
-1.5,0.5
0.9,1.6
0.4,0.2
0.4,-0.8
0.5,-0.3
0,0.5
3.2,-2
-1.6,1.3
-1.5,0.6
-3.8,0.3
-1,-0.6
3.3,3.9
-0.1,1.2
-1.1,-3.5
1.2,-1.8
1.9,3.4
2.7,3.7
0.7,-2.6
-1.1,-2.4
1.6,0.5
0.2,0.1
-1.2,-0.6
5.2,-1.1
2.4,-2.6
0.1,-0.9
0.3,-0.4
0.5,-0.1
-0.6,-0.8
0.9,1.3
1,0.6
-1,0.4
0.8,-0.8
-1.3,-0.1
-2.8,-0.2
2.1,-2.1
2.5,-2.3
0.2,2.3
-1.4,-0.9
3.8,0.8
-0.1,1.9
4.2,-0.1
-2.4,-1.5
0.5,0.1
1.1,2.2
-2.1,1.6
-1.6,2.8
2.7,-3.5
-0.6,-2.9
-3.1,-1.3
-2.2,-0.3
0,1.4
1.3,0.6
1.1,-2.7
-1.1,0.4
-3.2,3.2
1.4,-1
1.8,-1.3
-0.1,1.2
2.8,-2.4
2.5,-2.9
-0.3,-1.3
-2.5,-3.4
1,-1.7
2,-1.5
2.7,2
0.8,1.2
2.3,2.5
-2.1,-0.3
0.7,-2
1.2,-1.3
2.6,-0.6
1.3,0.7
-0.6,1.4
2.4,1.4
0.1,0.2
1.2,4.2
-4.6,-1.2
1.6,0.3
1.1,-3.1
-1.9,-0.5
0.8,1.1
1.7,-2.2
0.7,-1
-1.7,3.2
-0.8,-1.4
0.6,0.2
-0.5,3.7
1,-1.3
2.7,1.6
1.2,0.4
0.5,-0.1
-1.3,-1.6
-2.3,2.4
0.6,1.2
1,-0.1
-3.4,2.9
-1.2,-0.7
2.2,-3.3
-1.6,0.3
1.5,-2.5
2,-0.7
-2,-1.5
-1.1,3.7
-1.4,0.6
-1.6,-2.3
-3.2,2.5
-1.2,1.6
3.8,-1
1.7,-3.7
0.5,1
2.1,-1.7
-1.6,-0.1
4.2,-1.8
1.8,-1.8
-2.3,0.7
0.8,1
0.3,-0.5
-1.7,1.7
0.4,-0.4
-2.1,-0.2
1.6,2.1
0.1,1.1
0.3,-0.1
-3.4,1.1
2.6,2.4
-0.1,-1.7
0.4,1
3.8,-0.4
1.2,0
1.9,0.5
-1.5,0
0.9,0.7
-0.4,0.6
1.2,-3.1
-2.5,-1.2
-2.4,-2.2
-2.7,-2.2
3,1.1
0.9,-0.3
-1.2,-3.1
-0.5,-1.5
-2.7,-0.1
-0.6,-0.4
2,1.8
-1,2.1
0.7,-0.8
-1.2,-1.7
0.1,1.3
1.1,0.6
-3.4,0.5
-1.3,-1.1
-3.9,1
1.1,-0.3
2.1,-2.4
-2.8,-0.2
-0.5,1.4
0.1,-0.1
0.9,-1.6
1,-1.2
0.5,0.9
-0.5,-1.9
2,0.7
-1,-3
1.9,0.9
0.8,1.7
0.4,2.7
-0.4,-1.1
2.3,0.3
-1.9,1.1
-0.1,-2.6
0.1,-1.1
-0.7,-2.9
3.2,-0.1
2.3,-0.5
1.2,0.1
3.2,1.3
2.5,2.6
-0.3,1.9
0.3,-1.6
-0.3,-2.3
1.3,-1.1
4.2,2.5
-2.4,1.5
-2,-1.1
-0.2,-1.2
3.4,1
1.3,1.2
-2,1.2
1.7,-2.2
-0.9,-2.3
2.4,0.5
-1.6,-0.6
-0.7,2.8
2.3,-0.8
0.9,1
0.2,-0.7
-3.2,0.1
1,-1.7
-0.7,1.3
-1.7,-1.3
0.4,-0.6
0.8,-2.8
0.3,-1.1
-1.3,0.7
1.9,-1.9
0.5,-0.6
0.8,1.3
-2.2,-0.8
0.5,0
-1.2,0.2
-2,2.3
-0.5,0.4
1.9,-0.2
1.2,-0.8
-1.7,-0.8
1,-1.1
-1.5,1.7
-1.9,-1.7
0.8,3.8
-1.3,-0.1
-2,1.3
-2.8,4.5
1.4,1.4
0.7,-1.8
0.5,-0.9
0.9,-1.2
1.5,2.4
-2.1,0
3.2,-1.2
-0.7,-1.5
-0.7,0.2
1.6,1.2
-3.1,-0.2
-2.2,-2.3
1.8,-2
0.2,2
2.4,-0.6
1.7,1.3
2.1,1.8
-0.9,0.9
-0.6,0.2
0.7,2.6
-0.1,1.1
1.7,-0.1
-1.9,0.5
-1,-1.6
-0.8,2.3
0.4,-0.1
0.6,0.8
-0.9,1.8
1.2,1.1
0,0.7
0.2,0.7
1,-1.1
-0.8,0.5
0,-2.6
-1.1,-0.2
-2,1.1
-0.2,2.3
0.4,1
0.5,-1.3
0.5,2.7
0.2,2.2
0.1,0.6
2.7,-0.3
3,-2.7
-2.1,-1.1
0.6,0.1
-3.8,-1.1
-1.7,-0.2
0,2.5
0.9,2.8
-1.8,0.9
0.7,0.1
-0.9,2.2
1.1,0.6
-2.6,-1.8
-0.8,-1.5
3.3,-1.1
2.3,1.3
0.7,-1.6
-0.8,-0.9
0.4,2.2
-0.3,0.2
1.7,-2.8
0.5,1.4
0.8,-0.6
1.5,1.1
0.5,0.4
-0.5,1.4
2,0.7
1.5,-0.2
1.2,1.9
-0.2,2.1
-1.5,0
0.5,-0.1
2.6,-1.9
0.5,1.4
-1.6,0.7
-2.1,-1.9
1.8,-1.4
-2,-0.9
-4.9,-3.7
1.5,1.3
0.9,-0.1
-1.3,-0.7
0.6,0.6
-2,-1
0.6,0.8
0.8,0.3
-0.9,2
5.5,1
-0.6,-5
0.5,1.7
1.8,1.9
2,-0.6
-0.2,0.8
-0.3,-1.7
0.5,-1
0.4,4.3
4.3,1.2
-1.9,0.3
-3,-1.5
0.8,0.6
1,-1.2
0,-0.5
-0.9,2.7
2.3,2.8
-1.7,0.5
0.9,0.8
3.2,-3.5
0.6,1.1
0.5,-1.5
2.2,-1.2
-0.3,-1.4
0.8,-0.9
0.7,0.3
-0.4,0.9
-1,-0.3
-0.4,-0.5
-0.5,0
-0.6,2.3
-0.5,2.2
-0.1,-0.6
0.2,2.2
-1.2,1.3
4,1.5
-1,-2.4
1,3.2
0.7,1.8
1.1,0.6
-1,1.1
-0.3,0.2
0.7,-1.3
0.8,4.3
1,-2.1
-1.9,0.5
0.9,-3.5
-1.4,1.4
0.4,0.8
-1.7,0.4
1.8,-2.5
0.7,-0.9
1.6,-0.8
0.2,-1.9
-0.7,0.7
1.6,0.5
0.1,1.7
-0.7,-1.7
-0.1,2.4
0.5,-4.2
1.1,-1.6
0.3,2.4
-0.3,-1.9
1,2.9
0.7,-0.3
3.1,2.1
0.2,1.1
-2.9,3.5
2,-1.3
-0.5,-0.2
3.2,2.1
1.7,1.7
-3.3,2.2
-1.5,2.9
0.6,-0.5
0,-0.3
1.1,0.9
-1,2.4
2,-2.7
-1.3,1.7
-2.1,1.4
0.9,-1.6
2.9,-2.9
0.8,1
1.9,-0.1
0.7,-2.1
0.2,0.4
4,-1
2.2,-2.2
-1.8,3.1
-2.6,2.9
0,1.1
-2.6,-2.8
-2,0.3
1.8,-0.9
-2.2,-0.1
-0.4,0.3
0.8,1
-1.3,0.3
-1.4,1.7
-1.2,1.8
1.2,2.7
-3,-1
1.4,1.4
-0.4,0.7
-2.7,-1.4
2.2,-2.9
-0.7,-0.2
0.9,-4.1
0,-0.8
-0.9,0.1
-1.6,1.9
0.4,1.7
1.7,0.5
-1.2,1.8
0.1,-0.8
1.1,-0.1
1.1,-2.3
-0.6,0.3
1.6,0.6
1,-1.2
0.9,-1.9
-2.5,-0.8
1.9,3.5
1.1,2.5
-0.9,2.7
3.5,1.3
-1.4,0.9
-0.1,0.4
-1.5,-0.3
0.9,2.4
1.6,2
1.3,-1.6
-0.6,-3.4
-3.2,0.3
-1.5,-1.2
0.5,-1
0.3,2.1
-0.3,-3.3
-0.8,-3.2
1.2,0.2
0.5,0.4
-0.2,-0.8
-0.4,-1.5
1.8,1.3
1.3,0.6
0,0
1.5,0.5
-1.3,1
3.9,-0.2
-1,-0.8
-1.1,-2
-0.8,1
-0.1,1.8
-2.4,-0.9
2.6,-0.1
-0.2,-0.4
1.6,-0.2
0.5,1.1
1.1,-0.4
0.1,2.5
2.3,-1.6
1.6,4
-0.3,-2.2
3,1
-0.7,2.9
0,0.6
0.1,0.2
4.2,-0.5
-0.8,-3.3
-2.4,-2.6
0.1,3.3
0,0.2
-2.5,1.7
0.6,-0.4
3.2,1.7
-2.4,-2.4
-0.7,2.3
-0.6,1.8
-2.5,-3.4
-1.2,0.3
2.1,-3.2
-1.2,-1.1
-0.1,1.2
0,2.4
-0.4,2.1
-2.8,4.5
1.5,2.1
-1,-1.2
-1.2,-1.8
-1.9,-3.1
-1.7,-0.1
-1.1,2.6
1.2,-3.3
-3.6,0.2
-0.7,0.6
0.2,-0.1
0.8,-0.3
0.2,0.1
-2.9,0.3
0.5,-0.3
-0.3,0.3
1.7,-1.9
-1.5,-0.7
0.8,-1.5
-1.2,2.5
-1.4,-1
0.3,0.7
1.6,-1.5
1.1,-1.7
-1.4,-3.2
-0.1,-0.6
0.4,-0.9
1.1,-1.4
1.5,4.3
-1.9,-2.9
0.3,0.5
1,0.7
1.4,-1
-1.6,2.6
0.2,-0.2
-1,2.6
1.7,0.9
1.5,-0.5
-1.1,-2.4
-0.9,0.6
-0.4,-2
1.1,0.5
0,0.3
1.6,-0.2
-0.6,2.3
-0.9,-0.4
-4.4,0.1
-1.4,2
0,2.1
-2.2,-1.1
0.6,-0.7
2.6,0.8
-1.1,-0.8
0.8,1.8
0.1,-1.2
1.8,-1.1
-2,1.9
0.6,-0.1
1.7,-0.3
-3.9,0.7
-1.3,-2.8
-0.9,-1.5
-0.3,3.3
1.6,2.2
1.5,-1.3
-2.7,0.2
2.3,4.9
0.8,-1.2
-2.5,-2.8
-0.4,-1.6
3.2,2.4
-0.5,0.5
-1.7,-0.6
-1.4,1.1
-2.6,0.1
-1.6,0.9
-1.8,0.9
0.2,-1.3
0.7,-1.1
-0.6,2.5
1.4,0.8
3.6,-2.8
-0.7,-1.5
-3,-0.4
-2.8,-1.3
-0.1,0
-0.7,2.7
-0.2,-2.7
-0.6,-1.7
3.1,1.5
1.7,1.8
1.5,-1.2
-0.9,-1
0.8,-1.1
1,1.3
0.1,0.2
-0.9,-1.6
-0.1,2.7
-0.1,3.3
-0.1,-1.9
-1.3,-2.9
-0.6,-0.4
1.1,-0.4
-2.3,0.5
1,-4.1
0,2.5
1,0.4
-1.3,-0.1
-3.4,2.4
0.2,-1.9
-0.7,0
-1.3,0.5
-1.5,-0.4
1.6,-1.5
1.2,-1
0.1,1.6
-0.5,-1.6
-1.7,1.9
1.8,1.1
2.3,-0.1
-1,-2
-2.7,-1
-0.7,-0.7
-0.6,-1.4
-2.6,-0.2
-0.7,0.6
2.5,0.4
-0.8,-1.1
2.5,-3.8
0.3,2.6
0.7,-0.2
0,-0.7
-1.2,-1.2
2.2,1.5
-0.5,1.2
2.1,1.6
0.8,-0.5
-0.1,0
1.9,-0.2
1.4,0.4
3,1.2
-0.8,0.6
-2.5,-2.8
0,0.6
-1.5,-2.7
-0.5,1.2
-0.4,-0.1
-0.2,-2
-2.7,1.2
-0.2,-3.2
1.4,0.3
-1.4,-4.3
0.9,0.5
1.3,2.1
0.1,-0.1
-0.3,0.4
-0.4,-2.5
-1,1.8
-1.7,-1.8
-1.2,0.6
0.4,1.2
-2.1,1.4
2.3,-0.2
2.7,-0.4
-2.1,-0.6
-0.5,-1.7
1.3,1.8
0.1,-2.2
0.7,0.5
2.3,-0.9
-0.1,-1
0.9,0.6
-1.3,0
1.4,0
-3,0.3
-0.8,-2.1
-0.3,1.1
-2.9,0
-1.2,-1.6
-1.7,-2.8
-1.4,-0.2
0.8,1.7
-1.6,0.5
0.5,-2.9
-0.5,0.2
-2.2,-1.9
3.3,0.3
-1.5,0.6
-1.1,1.4
1,3.8
0.6,0.3
0.5,-0.7
1.6,2.7
-0.2,-1.6
-0.2,-0.6
-1.9,0.1
-5.7,2.6
-0.1,-0.9
1.5,1.2
-2.2,2.2
2.1,0.4
1.4,0.6
2.6,2.4
1,-0.1
-1,-2.5
-3.3,0.1
4.6,2.6
0.7,0.6
2,1.2
1.1,-1.2
-2.5,-1.5
1.6,-0.4
3,-3.1
-2.8,1.1
4.5,-0.4
-2.9,-1.6
1.4,-4.7
-1.3,-0.3
0.1,-2.8
-0.8,-1
-0.6,0.1
-2.9,-1.2
-2,0.2
-1.3,-0.9
1.4,0.1
2.8,1.5
2.1,-0.7
0.6,-1.6
-2,0.6
-0.5,0.6
-2.6,0.4
-0.4,2.7
-1.9,0.3
0.4,-1.6
0.3,0.9
0.9,-0.7
-1.6,-0.5
-1.6,-3.5
2.1,-1.9
-1.9,-2
-0.5,1.6
-1.5,2.2
-0.9,-2.1
-2.8,-0.1
-1.6,-1.8
-1.9,-0.7
4.4,0.4
0.2,-0.5
0,0.9
-1.1,-1.6
0.4,0
2.4,-1.1
3.4,0.8
0.2,-0.1
-1,-0.3
0.6,-2.7
0.4,-0.3
3.2,1.6
-1.8,1.5
-1.6,1.2
1.5,0.5
2,0.8
-1.9,1.4
1.9,1.8
-0.3,1.1
-0.4,0.1
0.5,-0.2
-0.1,1.1
-0.2,-0.3
0,0.1
1.8,1
-0.3,1.4
-2.5,1.5
1.2,1.5
-0.4,1.6
0.9,-0.3
-0.5,1.1
0.5,-0.2
2.6,-2.9
2.4,-0.3
1.5,0.6
-2.4,-2.2
-3.6,3.3
0.8,0.9
3,-1.7
1.6,-1.8
-1.2,-1.3
3.3,1.2
-0.6,-2.4
-1,-2.7
-2.1,1.1
1.2,0.9
1.7,-1.2
1.9,1.5
-0.8,2.1
-0.2,-2.6
-1.2,-1.3
-2.1,0.4
0.2,0.4
-2.6,-1.9
-5.1,-0.9
0.8,0.5
-1.3,-3.7
1.3,2.7
-0.7,0.4
-0.1,-0.6
1.7,0.6
2.4,0.3
-0.1,1.9
-0.5,0.4
-2.2,-1.2
1.7,1.4
-0.3,-1.1
-1.6,0.4
2.9,0.6
3.8,0.9
-1.6,-1.3
0.4,0.2
-0.4,-0.7
0.5,1.2
0.7,0.3
0.9,0.5
-1.3,5.2
-0.8,0
0.9,2
0.8,3.6
-1.2,-2.3
-2.7,-1.5
0.7,-0.9
3,0.9
1.4,-2.3
-0.3,0.1
2.2,-1
0.6,-0.2
-0.2,0.4
1.3,-1.1
0.8,1.5
0.3,0.8
0.8,-1.8
0.8,1.7
0.7,-2.9
0.5,-2.2
-0.1,1
3.1,-1.3
-1.2,-0.6
-1.4,-0.2
-0.4,-1.7
-0.6,0.8
-0.5,-1.9
-0.4,0.7
1.2,2
-3.6,2.9
-0.8,0.1
0.2,4.6
-1.9,1.4
-1.9,-1.8
-2.5,2.3
-0.1,2.8
-4.6,0
0.2,4.6
-0.8,4.1
1.7,1.6
1.3,-1.2
-0.7,-1.8
-1.4,3
0.5,-2.2
0.7,0.4
0.6,-1.2
0.7,0.8
-3.2,1.3
0,-1.1
2.6,-1.4
0,-0.4
-1.4,0.4
0.9,0.9
0.8,-1.4
-1.1,-2.9
-2.1,-1.1
-0.9,1.7
-0.9,-0.9
-3,2.9
1.2,-1.4
5.1,0.4
0.1,0.3
0.9,0.7
-0.7,2
2.4,0.6
3.2,4.9
7.3,0.1
-0.8,0.6
1.6,-2.1
2.3,-0.8
-3.7,1.8
-0.1,-0.6
1.2,0.1
-1.5,-0.7
-1.7,-2
-1.5,1.4
0.9,-1.3
0.4,0.3
-2.8,2.7
-0.6,0.1
-2.2,-0.5
0.7,-1.8
-2,-1.9
-0.1,-4.8
-1.3,-0.5
-0.3,1.3
-1.4,-0.5
0,-1.6
3.1,-1.2
1.9,-4.3
-1.5,2.6
-0.4,1.3
0.9,-3.2
0.9,-1.8
1.4,-3.1
1.1,-2.4
-0.9,0
-0.1,-2.1
-0.6,-2.8
-1.9,-0.6
0.7,-1.5
0.7,-0.9
0.9,-0.6
-0.1,-0.5
-3.2,1
-1.6,-0.5
0.8,1.7
-1.3,-1.8
2.8,-1.5
-0.5,-0.4
-1.6,0.9
1.8,-1.6
1.5,-0.1
1.3,-1
-2.4,1.3
1.9,0.5
-0.2,1.1
-3,-0.6
-3.6,1.1
1.6,3.3
3.2,2.8
0.2,0.9
-0.7,-0.8
0.2,0.3
1.3,-1.2
1.5,2.5
-0.5,2
2.6,2.4
-2.2,-4.8
-0.9,-3.7
-2,1.3
0.7,-1.6
-0.2,-2
-1.6,0.5
0.6,-0.9
2.5,-1.3
1.1,0.7
-0.7,-1.5
1.7,2.3
-0.7,2.9
0,-1.2
0.5,-2
0.9,0.1
3.4,-2.4
-0.3,0.2
0.5,-1.8
0.5,1.7
3.8,-0.9
-2.1,-1.3
-2.1,1.4
-1.8,-1.4
-1.7,2.3
-0.3,-1.6
-2,-0.1
-2,0.1
0.5,-0.4
1.3,2.5
1,1.4
0.5,-1.1
1.2,-1.2
-0.6,-1.7
4.6,-0.2
0.2,0.2
3.5,0.4
-0.5,-1.3
1.8,2.1
0.8,0.2
-1.2,-1
0.4,-0.4
-0.5,0.2
-1.1,-0.5
2.7,3.6
0.9,2.1
3.1,0.7
0.5,-0.9
0.2,-0.6
1.8,-1.4
-0.1,-2.6
-2.2,1
-0.9,0.4
-2.5,2
0,-0.5
-2,1.4
-0.3,2
1.5,0.4
-2.5,-1.8
0.9,1.6
0.9,-2.9
1.1,-0.9
1.6,-2.9
1.1,-1.5
1,-1
4.2,2.4
-1,-2.7
2.4,-0.5
0.2,-1.2
-1.4,3.3
0.7,-0.3
0.5,2.7
0.3,-0.9
-0.8,-1
-0.9,-2.9
3.9,-1.6
-1.5,-0.1
-1.9,-2.2
-2.9,-1.4
-1.4,-0.5
0.2,-3.2
-0.8,-1
-2.2,0.5
1.5,3.8
2.9,0.1
-0.3,-2.2
3.3,1.4
-0.1,2.3
-0.5,-0.8
-3.4,0.6
-0.4,0.1
-1.6,-0.3
-0.4,0.7
-1.2,1.2
0.3,-2.7
-3.2,0.7
1.5,0.3
2.7,-2.9
-0.7,0.2
1.6,-2.1
-1.1,4.2
1.6,-0.6
-0.2,1.3
-1.1,2.7
-1.9,0.1
0.6,1.9
1.1,-0.6
-0.7,-3.8
1,-1
-1,-0.7
4.3,1.7
1.3,-0.1
-3.6,0.2
1.7,-0.7
1.9,1
-0.7,1.8
-0.4,-0.9
1.1,-0.4
-1.3,0.5
-0.8,-1.4
2.3,-2
1.2,4.4
0.8,0.9
-2.3,-0.7
1.8,-2
2.6,0.6
-3.3,-0.7
-1.4,0.9
1.5,-0.3
0.7,-0.4
-0.1,0.4
-0.4,1.3
-1.9,1.8
0.8,-1.2
2.2,1.1
0.3,0.3
-1.3,1.5
1.6,1.9
-3.1,2.5
1.1,-1.2
0.8,-0.2
2.9,3.1
-1.6,-1.5
2.7,2.1
-1.9,4.9
0.4,-2.6
-0.1,-3.5
-0.2,-0.2
0.5,2.9
2.2,-1.9
-0.9,-1.6
-1.7,-1.3
1.1,1.5
-1.5,-0.6
-0.1,-2.2
1.7,-0.6
-0.7,2.1
-0.2,-2.9
-4.1,-1.4
-3.1,0.1
0.5,-1.8
0.2,-3
-1.4,-1.1
2,-1.3
3.8,-1.3
1.4,-0.4
1.7,-1.3
1.3,0.5
0.8,0.7
1.2,-3.1
-2.6,-1.6
1.5,1
-1.3,0.5
1.2,-0.1
3.8,-1
1.4,1.2
-0.5,1.3
1.7,0.6
-1.6,2.8
0.5,-1.4
0.8,-0.6
-1.2,0.3
-1.6,1.2
2,-2.4
2.9,2.2
1.8,-2.6
-0.3,-1.4
-4,-1.2
0.7,3.7
-0.1,1.3
-0.4,0.4
1.1,3.1
0.5,-2.2
0.1,-1.4
-1.3,-1.8
-0.4,-2.3
-2.3,1
0.4,1.9
1.2,-2.5
3,0.2
1.8,-1.6
-3.5,-0.2
2.1,0.7
-5.4,-0.8
2.6,1
-1.8,0.4
-1.5,1.7
-4,-3.4
0,0.3
-0.8,2.3
2.2,-2.4
-2.6,2.3
0.9,-0.1
-1.1,0.8
-1.7,-0.9
0.1,0.6
0.5,4.8
1.8,-2.3
-0.9,0.6
2,-0.1
2.6,2.9
0.2,-1.1
-0.3,0.7
-1.5,1.6
-2.9,-0.3
-1.4,1.5
2.4,2.5
1.3,2.6
-1,3.1
-2.1,-2.5
0.1,-1.6
4.2,2
-4,5.1
3.5,-0.9
-2.4,2.1
0.5,-3.8
2.4,1.4
-0.9,1.3
-2.2,0.5
0.3,2
1.7,-0.9
-1.7,0
-0.2,1.1
1.4,0.6
-1.1,1.2
1.7,1.4
-2.3,2.6
1.2,2.1
-1.5,-3.1
-0.8,-1.3
-2.1,-1.4
-0.5,1.1
-2.3,0.9
-0.2,2.3
-2.4,-3.4
1.7,-2.1
-1.4,-1.4
2.3,-3.5
3.6,0.3
-0.8,-1.5
-1.1,-3.1
-1,-1.2
-2.7,3.2
2.1,-3.4
-0.2,-4.1
-1.1,-1.2
1.1,3.3
-4.1,-7
2.8,1.2
-0.1,-2.2
-2.8,2.6
1.3,2.8
1.1,4.1
0.1,-3.6
1.5,1.5
3.1,5.6
0.5,-2.1
2.8,-0.3
1.7,1.3
-1.6,-1.4
1.8,1.4
3.5,0.3
2.8,3.1
1.3,3
-1.6,-0.4
-0.4,0.5
-0.3,4.5
-4,-3.4
5.4,1.9
-1.3,2.9
-1.8,-1.9
-0.5,-1
-0.6,-3.1
